product_id,product_sugar_content,product_type,store_id,store_size,store_location_city_type,store_type,product_weight,product_allocated_area,product_mrp,store_establishment_year,product_store_sales_total
NC4306,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart,9.48,0.043,102.74,1998.0,1829.24
NC7923,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.75,0.086,139.62,2009.0,3324.42
NC765,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,10.47,0.142,164.03,2009.0,3308.23
FD1729,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.86,0.058,161.79,2009.0,3349.31
FD7096,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.69,0.034,141.72,2009.0,3579.46
FD8594,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,11.29,0.085,150.24,2009.0,3211.32
FD6963,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.56,0.082,134.15,2009.0,3394.56
DR4213,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,12.88,0.174,134.97,2009.0,3258.72
FD6785,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1,16.0,0.048,177.06,1987.0,4824.37
FD3278,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,16.17,0.022,160.29,1987.0,4519.33
FD6743,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.9,0.035,118.48,2009.0,3151.8
FD4241,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.85,0.112,181.27,2009.0,3972.18
FD5847,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,10.22,0.123,130.98,2009.0,2575.65
FD2022,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,16.68,0.03,166.75,1987.0,4767.62
DR8030,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,12.95,0.02,144.45,2009.0,3467.47
DR1888,Regular,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1,13.57,0.017,164.9,1987.0,4025.76
FD2399,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.66,0.049,129.8,2009.0,2650.48
DR4331,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,13.07,0.045,161.18,2009.0,3836.9
FD3794,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,10.56,0.012,131.37,2009.0,2660.86
FD7611,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,13.84,0.061,146.78,2009.0,3717.08
FD7429,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.79,0.045,152.02,2009.0,3586.82
FD6371,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,10.72,0.075,178.03,2009.0,3650.38
FD1781,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.53,0.066,145.62,2009.0,3396.37
FD3531,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.26,0.133,135.14,2009.0,3347.84
FD2664,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,14.8,0.169,146.0,2009.0,3918.17
NC4023,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2,14.5,0.114,140.78,2009.0,3743.82
FD6096,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,11.93,0.013,147.05,2009.0,3289.54
FD1575,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,9.13,0.021,134.46,1987.0,2399.59
FD648,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,14.26,0.065,164.81,1987.0,4180.58
FD4371,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,14.41,0.035,131.41,2009.0,3531.25
NC6178,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,14.31,0.078,131.83,2009.0,3517.89
FD3815,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.02,0.061,151.74,2009.0,3632.32
FD7452,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.93,0.025,168.67,2009.0,3958.54
FD3637,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.89,0.086,149.01,2009.0,3547.81
FD7040,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,11.53,0.282,154.23,2009.0,3347.58
FD991,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,14.24,0.161,157.3,1987.0,4021.89
FD40,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.4,0.031,157.42,2009.0,3599.5
FD6338,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.02,0.014,119.87,2009.0,2981.44
NC2495,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,14.08,0.026,123.44,2009.0,3293.58
FD1189,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,16.42,0.052,159.07,1987.0,4551.94
FD6263,Low Sugar,Breakfast,OUT002,Small,Tier 3,Food Mart,10.01,0.133,104.76,1998.0,1990.17
FD3079,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,11.6,0.061,171.07,2009.0,3707.4
DR4567,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,12.65,0.054,136.23,2009.0,3232.65
FD3945,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,8.7,0.14,136.65,1987.0,2348.53
FD2943,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,9.12,0.141,160.61,2009.0,2932.66
FD4219,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,8.07,0.016,160.89,2009.0,2701.45
NC2914,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.12,0.021,120.62,2009.0,2566.88
FD6854,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,15.92,0.014,164.27,1987.0,4543.83
FD7044,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,11.56,0.114,137.97,2009.0,3020.23
FD2050,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.57,0.152,133.05,2009.0,3373.87
DR6684,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,12.07,0.047,145.62,2009.0,3292.15
DR5030,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,12.12,0.143,147.54,2009.0,3343.84
NC5778,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,10.54,0.02,115.72,1987.0,2336.1
FD7991,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.96,0.07,135.63,2009.0,2837.8
FD5767,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,12.54,0.077,178.81,1987.0,4078.82
DR684,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,13.55,0.124,147.12,2009.0,3658.63
FD5434,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,14.13,0.032,162.07,1987.0,4094.41
FD978,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.0,0.044,165.38,2009.0,3681.32
FD7213,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.9,0.014,136.17,2009.0,3286.0
FD1997,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,9.56,0.081,110.56,1998.0,2007.1
FD6914,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.44,0.112,153.52,2009.0,3537.66
FD1697,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.02,0.053,150.46,2009.0,3605.57
FD4083,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.43,0.044,160.21,2009.0,3899.39
FD6073,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2,10.04,0.038,159.94,2009.0,3126.22
FD2279,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.62,0.085,139.89,2009.0,3299.22
FD7604,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.23,0.079,124.94,2009.0,2679.62
FD57,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.95,0.039,164.93,2009.0,1861.39
FD4144,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.48,0.042,146.91,2009.0,3186.57
FD1323,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.5,0.03,120.85,2009.0,2656.28
FD15,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,8.68,0.033,105.52,1998.0,1750.89
FD4658,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,14.39,0.043,110.8,2009.0,3103.47
FD105,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,13.79,0.074,151.5,2009.0,5192.89
DR3578,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,15.19,0.105,176.78,1987.0,4636.4
FD7543,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,14.57,0.014,103.73,2009.0,3000.54
FD3114,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,11.11,0.016,168.41,2009.0,3541.93
FD2025,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.09,0.077,168.17,2009.0,3758.19
FD6888,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,9.88,0.184,113.71,1998.0,2145.04
FD3687,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,11.49,0.048,106.09,1987.0,2352.96
FD4285,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,11.27,0.061,103.91,1998.0,2257.54
FD5152,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.23,0.078,161.37,2009.0,3650.21
NC8296,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,13.6,0.062,141.87,2009.0,3561.1
NC2996,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,15.21,0.008,127.08,2009.0,3622.81
FD6231,Regular,Baking Goods,OUT002,Small,Tier 3,Food Mart,10.71,0.017,64.68,1998.0,1329.18
FD877,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,8.06,0.07,83.66,1998.0,1117.81
NC7433,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,11.52,0.019,101.37,1998.0,2263.36
FD7557,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.5,0.181,134.89,2009.0,2943.54
FD4586,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart,10.13,0.128,100.5,1998.0,1931.31
FD6074,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart,11.9,0.172,97.08,1998.0,2261.32
FD5007,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,11.51,0.171,142.49,2009.0,3102.31
FD8673,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,11.86,0.083,130.73,2009.0,2941.23
NC5779,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,10.8,0.07,135.13,2009.0,2790.07
DR1660,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart,10.82,0.013,93.37,1998.0,1942.06
FD7684,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,8.52,0.012,153.31,2009.0,2646.56
FD176,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,11.38,0.089,134.69,1998.0,1272.32
NC4651,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,10.57,0.084,195.53,2009.0,3975.45
NC5579,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.66,0.058,145.17,2009.0,3416.53
FD6126,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,14.81,0.021,108.1,2009.0,3143.55
FD5818,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,11.31,0.014,162.54,2009.0,3467.68
FD5103,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.48,0.099,159.91,2009.0,3450.77
FD5874,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,15.4,0.128,177.14,1987.0,4690.32
FD422,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,11.1,0.085,120.36,2009.0,5114.13
FD2676,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,8.87,0.088,113.03,1998.0,1901.95
FD930,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.8,0.095,141.98,2009.0,3609.47
FD6304,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.76,0.063,157.3,2009.0,3913.87
NC2153,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.89,0.026,162.77,2009.0,3603.78
DR1789,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,10.57,0.065,128.59,2009.0,2605.51
NC7752,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,14.77,0.055,151.41,1987.0,4022.0
FD1153,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.79,0.038,143.49,2009.0,3186.72
FD5669,reg,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,14.54,0.035,186.44,1987.0,4686.75
FD1931,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,10.83,0.014,178.78,2009.0,3690.18
FD4095,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2,12.12,0.095,161.24,2009.0,3623.21
FD6979,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,13.2,0.119,129.96,2009.0,3226.96
FD226,Regular,Dairy,OUT002,Small,Tier 3,Food Mart,8.58,0.166,113.04,1998.0,2263.31
DR4364,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,14.73,0.019,150.93,1987.0,4003.21
NC7113,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,12.66,0.055,132.23,2009.0,3151.7
FD2125,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,9.57,0.079,121.06,1998.0,2224.5
DR3801,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,10.87,0.149,184.65,2009.0,3819.37
FD4242,reg,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,13.88,0.077,163.08,1987.0,4059.19
NC3317,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.21,0.061,158.79,2009.0,3594.43
FD8116,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,6.71,0.129,65.21,1998.0,436.31
FD1884,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.95,0.034,97.63,2009.0,2509.43
NC3743,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,13.26,0.027,173.33,1987.0,4127.84
NC8331,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.1,0.055,138.4,2009.0,3151.91
FD1581,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.55,0.021,144.89,2009.0,3385.23
FD5077,Low Sugar,Seafood,OUT002,Small,Tier 3,Food Mart,10.58,0.009,99.47,1998.0,2012.38
FD8231,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.51,0.118,173.4,2009.0,3959.66
NC7853,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,13.22,0.008,174.99,1987.0,4154.28
FD3392,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1,8.3,0.16,146.59,1987.0,2459.39
FD6334,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.91,0.084,143.81,2009.0,3445.53
FD7619,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1,14.78,0.018,188.4,1987.0,4779.66
FD4110,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,12.11,0.051,110.75,2009.0,2587.29
NC5441,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2,13.12,0.036,149.56,2009.0,3610.09
FD3979,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,10.59,0.126,165.05,2009.0,3356.57
NC1852,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,10.92,0.156,80.69,1998.0,1703.6
FD8398,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.51,0.116,119.07,2009.0,2849.88
DR3456,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,15.6,0.066,138.77,2009.0,3951.18
NC4396,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.22,0.073,125.07,2009.0,2905.22
FD3116,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.0,0.031,127.38,2009.0,2903.93
FD4726,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1,13.57,0.085,173.01,1987.0,4191.83
FD1923,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.64,0.113,149.42,2009.0,3498.16
FD3711,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,15.81,0.089,169.42,1987.0,4624.49
FD1094,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,10.57,0.065,116.43,1987.0,2356.2
FD8590,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,11.52,0.051,96.64,1998.0,2167.24
DR7929,Regular,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1,9.45,0.045,132.32,1987.0,2428.53
FD5749,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,12.07,0.108,150.57,2009.0,3393.15
FD1730,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1,15.43,0.196,179.02,1987.0,4735.32
FD8738,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,8.71,0.076,153.67,2009.0,2698.94
FD4553,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1,14.24,0.063,159.5,1987.0,4067.72
FD6165,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,14.36,0.039,117.03,2009.0,3226.24
FD4595,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1,13.24,0.131,171.54,1987.0,4088.19
FD7683,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,13.76,0.153,164.47,1987.0,4060.69
FD8163,reg,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2,14.61,0.014,144.48,2009.0,3842.24
NC4838,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart,8.8,0.141,98.38,1998.0,1587.57
NC644,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,9.59,0.05,126.44,1987.0,2340.63
FD8479,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,14.65,0.027,127.99,2009.0,3514.11
FD4434,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,11.11,0.103,127.5,2009.0,2704.5
FD8334,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart,8.24,0.066,64.4,1998.0,765.92
FD4421,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,16.24,0.039,169.19,1987.0,4717.81
FD2463,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1,11.66,0.047,188.95,1987.0,4086.72
FD7677,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.17,0.03,146.13,2009.0,3324.7
DR3520,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,9.03,0.015,146.39,2009.0,2622.29
FD4652,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.54,0.062,124.14,2009.0,2507.55
FD2630,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.59,0.018,125.11,2009.0,2989.62
FD5382,Regular,Dairy,OUT001,High,Tier 2,Supermarket Type1,12.41,0.065,181.36,1987.0,4101.56
NC3091,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart,8.97,0.049,95.58,1998.0,1567.44
FD1455,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.27,0.066,127.65,2009.0,2970.76
FD722,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.95,0.089,153.25,2009.0,3648.2
FD1351,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,15.56,0.064,141.09,2009.0,3988.97
FD4002,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.07,0.188,123.16,2009.0,3058.25
FD2542,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.65,0.062,127.01,2009.0,2590.47
FD8496,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.48,0.066,155.23,2009.0,3807.16
NC1424,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.22,0.047,176.08,2009.0,3950.99
NC8741,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,10.44,0.1,56.01,1998.0,1091.66
NC4019,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,9.45,0.033,118.24,1998.0,2141.05
FD135,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,15.37,0.13,99.24,2009.0,4332.15
FD7392,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,9.58,0.011,143.94,2009.0,2694.98
FD5801,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.39,0.097,147.12,2009.0,3622.12
FD1854,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,11.77,0.091,147.67,2009.0,3267.73
FD1595,Regular,Canned,OUT002,Small,Tier 3,Food Mart,9.2,0.15,84.37,1998.0,1390.69
NC8430,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,11.38,0.047,98.6,1998.0,2174.99
NC2169,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,13.25,0.039,144.34,2009.0,3533.9
FD3473,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,14.79,0.14,148.09,2009.0,3958.75
FD852,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.97,0.057,163.96,2009.0,3418.73
FD5120,reg,Frozen Foods,OUT002,Small,Tier 3,Food Mart,8.61,0.013,82.74,1998.0,1223.9
FD8445,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,13.05,0.014,169.41,1987.0,4001.06
FD3808,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,10.21,0.038,97.63,1998.0,1890.83
FD2211,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,7.59,0.191,176.98,2009.0,2922.12
FD6496,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,13.32,0.039,166.56,1987.0,4004.28
FD1192,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,14.28,0.079,141.66,2009.0,3710.49
FD1074,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.76,0.059,142.63,2009.0,3613.8
FD8009,Regular,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,9.18,0.024,104.44,1998.0,1795.89
FD637,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,12.14,0.154,132.23,2009.0,3033.74
FD3393,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,10.2,0.088,92.62,1998.0,1785.64
FD4647,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.14,0.048,168.28,2009.0,3772.64
FD5527,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.84,0.024,125.06,2009.0,3272.88
FD5702,Regular,Meat,OUT002,Small,Tier 3,Food Mart,11.82,0.047,76.55,1998.0,1823.47
NC5310,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,10.39,0.041,128.16,2009.0,2556.77
FD890,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.49,0.034,140.41,2009.0,3054.96
FD3017,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,9.12,0.057,136.29,1987.0,2434.56
FD6288,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.68,0.063,114.36,2009.0,3017.08
FD4245,Regular,Baking Goods,OUT002,Small,Tier 3,Food Mart,7.02,0.029,50.42,1998.0,203.55
FD6403,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,8.55,0.057,155.26,2009.0,2695.41
FD5856,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,14.07,0.05,154.0,2009.0,3917.18
FD4903,reg,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,10.97,0.023,146.95,2009.0,3071.95
FD8747,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart,9.64,0.057,110.49,1998.0,2024.02
DR4461,Regular,Soft Drinks,OUT002,Small,Tier 3,Food Mart,8.7,0.061,108.88,1998.0,1779.48
FD2136,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,9.48,0.052,115.3,1998.0,2087.47
NC2595,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.34,0.075,177.47,2009.0,3779.74
FD8290,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart,10.95,0.038,102.71,1998.0,2160.49
FD1037,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,8.64,0.116,105.07,1998.0,1687.12
FD2752,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,14.51,0.09,189.42,1987.0,4739.56
FD3602,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,14.07,0.046,199.61,1987.0,4848.94
FD6766,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1,14.99,0.025,194.94,1987.0,4962.32
FD1925,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,16.01,0.126,163.85,1987.0,4556.62
FD7420,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,13.52,0.093,197.19,1987.0,4674.53
FD2779,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,13.04,0.142,163.19,2009.0,3871.26
DR6014,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart,11.15,0.079,92.71,1998.0,2001.18
NC4835,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart,10.39,0.012,101.82,1998.0,2016.07
FD8119,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,12.01,0.043,134.66,2009.0,3055.98
FD4747,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.53,0.021,138.42,2009.0,3249.93
FD3591,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,13.33,0.082,135.39,2009.0,3368.53
FD7658,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart,8.61,0.046,132.15,1998.0,2234.91
